row_id,col_id,well_id,value,plate_id,time_hr,is_blank,exclude_from_analysis,exclude_reason,fieldrep_id,treatment_group,sample_id_group,area_mm2_measurement,sample_key,value_t0,fold_change,trace_id,mean_blank_rfu,mean_blank_fc,corrected_fc,metabolism_per_area_mm2_measurement
A,5,A5,250,apc-cc2-26,3,FALSE,FALSE,NA,C,cc,ccc1,76.594,ccc1,181,1.3812154696132597,ccc1,158.75,0.9616658778987222,0.41954959171453754,0.005477577769989001
B,2,B2,222,apc-cc2-26,3,FALSE,FALSE,NA,C,cc,ccc8,59.04,ccc8,184,1.2065217391304348,ccc8,158.75,0.9616658778987222,0.24485586123171266,0.004147287622488358
B,4,B4,176,apc-cc2-26,3,FALSE,FALSE,NA,C,cc,ccc7,35.884,ccc7,163,1.0797546012269938,ccc7,158.75,0.9616658778987222,0.1180887233282717,0.0032908461522759918
B,5,B5,188,apc-cc2-26,3,FALSE,FALSE,NA,C,cc,ccc5,37.304,ccc5,169,1.1124260355029585,ccc5,158.75,0.9616658778987222,0.15076015760423633,0.004041393888168462
C,3,C3,200,apc-cc2-26,3,FALSE,FALSE,NA,D,cc,ccd12,37.751,ccd12,177,1.1299435028248588,ccd12,158.75,0.9616658778987222,0.16827762492613663,0.004457567347252699
D,2,D2,189,apc-cc2-26,3,FALSE,FALSE,NA,D,cc,ccd16,31.716,ccd16,167,1.1317365269461077,ccd16,158.75,0.9616658778987222,0.17007064904738556,0.005362298179070045
D,4,D4,224,apc-cc2-26,3,FALSE,FALSE,NA,D,cc,ccd13,63.945,ccd13,188,1.1914893617021276,ccd13,158.75,0.9616658778987222,0.22982348380340545,0.0035940805974416365
A,2,A2,239,apc-cc2-26,4,FALSE,FALSE,NA,C,cc,ccc4,76.91,ccc4,181,1.3204419889502763,ccc4,160.375,0.9715097018457169,0.34893228710455937,0.004536891003829923
A,3,A3,275,apc-cc2-26,4,FALSE,FALSE,NA,C,cc,ccc3,99.158,ccc3,206,1.3349514563106797,ccc3,160.375,0.9715097018457169,0.36344175446496274,0.003665279195475531
A,4,A4,246,apc-cc2-26,4,FALSE,FALSE,NA,C,cc,ccc2,59.553,ccc2,173,1.4219653179190752,ccc2,160.375,0.9715097018457169,0.45045561607335827,0.007563944991408633
A,5,A5,280,apc-cc2-26,4,FALSE,FALSE,NA,C,cc,ccc1,76.594,ccc1,181,1.5469613259668509,ccc1,160.375,0.9715097018457169,0.5754516241211339,0.007513011777960858
B,2,B2,242,apc-cc2-26,4,FALSE,FALSE,NA,C,cc,ccc8,59.04,ccc8,184,1.315217391304348,ccc8,160.375,0.9715097018457169,0.34370768945863095,0.005821607206277625
B,4,B4,183,apc-cc2-26,4,FALSE,FALSE,NA,C,cc,ccc7,35.884,ccc7,163,1.1226993865030674,ccc7,160.375,0.9715097018457169,0.1511896846573505,0.004213289618140411
B,5,B5,195,apc-cc2-26,4,FALSE,FALSE,NA,C,cc,ccc5,37.304,ccc5,169,1.1538461538461537,ccc5,160.375,0.9715097018457169,0.1823364520004368,0.004887852562739567
C,3,C3,216,apc-cc2-26,4,FALSE,FALSE,NA,D,cc,ccd12,37.751,ccd12,177,1.2203389830508475,ccd12,160.375,0.9715097018457169,0.2488292812051306,0.00659132953312841
D,2,D2,198,apc-cc2-26,4,FALSE,FALSE,NA,D,cc,ccd16,31.716,ccd16,167,1.18562874251497,ccd16,160.375,0.9715097018457169,0.21411904066925314,0.00675113635607432
D,4,D4,248,apc-cc2-26,4,FALSE,FALSE,NA,D,cc,ccd13,63.945,ccd13,188,1.3191489361702127,ccd13,160.375,0.9715097018457169,0.3476392343244957,0.005436535058636261
A,2,A2,264,apc-cc2-26,5,FALSE,FALSE,NA,C,cc,ccc4,76.91,ccc4,181,1.4585635359116023,ccc4,161.25,0.9768102224325603,0.48175331347904193,0.006263857931075829
A,3,A3,318,apc-cc2-26,5,FALSE,FALSE,NA,C,cc,ccc3,99.158,ccc3,206,1.5436893203883495,ccc3,161.25,0.9768102224325603,0.5668790979557892,0.005716927509185231
A,4,A4,272,apc-cc2-26,5,FALSE,FALSE,NA,C,cc,ccc2,59.553,ccc2,173,1.5722543352601157,ccc2,161.25,0.9768102224325603,0.5954441128275554,0.009998557802756458
A,5,A5,328,apc-cc2-26,5,FALSE,FALSE,NA,C,cc,ccc1,76.594,ccc1,181,1.8121546961325967,ccc1,161.25,0.9768102224325603,0.8353444737000364,0.01090613460192752
B,2,B2,264,apc-cc2-26,5,FALSE,FALSE,NA,C,cc,ccc8,59.04,ccc8,184,1.434782608695652,ccc8,161.25,0.9768102224325603,0.4579723862630918,0.007756984862179739
B,4,B4,193,apc-cc2-26,5,FALSE,FALSE,NA,C,cc,ccc7,35.884,ccc7,163,1.1840490797546013,ccc7,161.25,0.9768102224325603,0.20723885732204095,0.005775244045313815
B,5,B5,209,apc-cc2-26,5,FALSE,FALSE,NA,C,cc,ccc5,37.304,ccc5,169,1.2366863905325445,ccc5,161.25,0.9768102224325603,0.25987616809998415,0.006966442421723787
C,3,C3,228,apc-cc2-26,5,FALSE,FALSE,NA,D,cc,ccd12,37.751,ccd12,177,1.2881355932203389,ccd12,161.25,0.9768102224325603,0.31132537078777855,0.008246811231166818
D,2,D2,214,apc-cc2-26,5,FALSE,FALSE,NA,D,cc,ccd16,31.716,ccd16,167,1.281437125748503,ccd16,161.25,0.9768102224325603,0.3046269033159428,0.0096048336270634
D,4,D4,278,apc-cc2-26,5,FALSE,FALSE,NA,D,cc,ccd13,63.945,ccd13,188,1.4787234042553192,ccd13,161.25,0.9768102224325603,0.5019131818227589,0.007849138819653748
A,2,A2,383,apc-cc2-26,6,FALSE,FALSE,NA,C,cc,ccc4,76.91,ccc4,181,2.116022099447514,ccc4,162,0.9813535257927117,1.1346685736548021,0.01475319950142767
A,3,A3,340,apc-cc2-26,6,FALSE,FALSE,NA,C,cc,ccc3,99.158,ccc3,206,1.6504854368932038,ccc3,162,0.9813535257927117,0.6691319111004921,0.006748138436641442
A,4,A4,297,apc-cc2-26,6,FALSE,FALSE,NA,C,cc,ccc2,59.553,ccc2,173,1.716763005780347,ccc2,162,0.9813535257927117,0.7354094799876352,0.012348823400796521
A,5,A5,363,apc-cc2-26,6,FALSE,FALSE,NA,C,cc,ccc1,76.594,ccc1,181,2.005524861878453,ccc1,162,0.9813535257927117,1.0241713360857412,0.013371430348143996
B,2,B2,318,apc-cc2-26,6,FALSE,FALSE,NA,C,cc,ccc8,59.04,ccc8,184,1.7282608695652173,ccc8,162,0.9813535257927117,0.7469073437725056,0.012650869643843252
B,4,B4,207,apc-cc2-26,6,FALSE,FALSE,NA,C,cc,ccc7,35.884,ccc7,163,1.2699386503067485,ccc7,162,0.9813535257927117,0.28858512451403673,0.008042167108294413
B,5,B5,222,apc-cc2-26,6,FALSE,FALSE,NA,C,cc,ccc5,37.304,ccc5,169,1.3136094674556213,ccc5,162,0.9813535257927117,0.3322559416629096,0.008906710853069634
C,3,C3,255,apc-cc2-26,6,FALSE,FALSE,NA,D,cc,ccd12,37.751,ccd12,177,1.4406779661016949,ccd12,162,0.9813535257927117,0.4593244403089831,0.012167212532356312
D,2,D2,289,apc-cc2-26,6,FALSE,FALSE,NA,D,cc,ccd16,31.716,ccd16,167,1.7305389221556886,ccd16,162,0.9813535257927117,0.7491853963629769,0.023621686100484828
D,4,D4,321,apc-cc2-26,6,FALSE,FALSE,NA,D,cc,ccd13,63.945,ccd13,188,1.7074468085106382,ccd13,162,0.9813535257927117,0.7260932827179265,0.0113549657161299
A,2,A2,427,apc-cc2-26,7,FALSE,FALSE,NA,C,cc,ccc4,76.91,ccc4,181,2.3591160220994474,ccc4,163.125,0.988168480832939,1.3709475412665084,0.017825348345683376
A,3,A3,374,apc-cc2-26,7,FALSE,FALSE,NA,C,cc,ccc3,99.158,ccc3,206,1.8155339805825244,ccc3,163.125,0.988168480832939,0.8273654997495854,0.00834391072580715
A,4,A4,313,apc-cc2-26,7,FALSE,FALSE,NA,C,cc,ccc2,59.553,ccc2,173,1.8092485549132948,ccc2,163.125,0.988168480832939,0.8210800740803559,0.01378738391147979
A,5,A5,388,apc-cc2-26,7,FALSE,FALSE,NA,C,cc,ccc1,76.594,ccc1,181,2.143646408839779,ccc1,163.125,0.988168480832939,1.15547792800684,0.015085749902170405
B,2,B2,305,apc-cc2-26,7,FALSE,FALSE,NA,C,cc,ccc8,59.04,ccc8,184,1.6576086956521738,ccc8,163.125,0.988168480832939,0.6694402148192349,0.011338757026071051
B,4,B4,219,apc-cc2-26,7,FALSE,FALSE,NA,C,cc,ccc7,35.884,ccc7,163,1.343558282208589,ccc7,163.125,0.988168480832939,0.35538980137565,0.009903851336964944
B,5,B5,236,apc-cc2-26,7,FALSE,FALSE,NA,C,cc,ccc5,37.304,ccc5,169,1.3964497041420119,ccc5,163.125,0.988168480832939,0.4082812233090729,0.010944703605754688
C,3,C3,274,apc-cc2-26,7,FALSE,FALSE,NA,D,cc,ccd12,37.751,ccd12,177,1.5480225988700564,ccd12,163.125,0.988168480832939,0.5598541180371175,0.014830179810789582
D,2,D2,298,apc-cc2-26,7,FALSE,FALSE,NA,D,cc,ccd16,31.716,ccd16,167,1.784431137724551,ccd16,163.125,0.988168480832939,0.796262656891612,0.025106023990781056
D,4,D4,332,apc-cc2-26,7,FALSE,FALSE,NA,D,cc,ccd13,63.945,ccd13,188,1.7659574468085106,ccd13,163.125,0.988168480832939,0.7777889659755717,0.012163405519987047
A,2,A2,476,apc-cc2-26,8,FALSE,FALSE,NA,C,cc,ccc4,76.91,ccc4,181,2.6298342541436464,ccc4,163.625,0.9911973497397065,1.6386369044039397,0.02130590176055051
A,3,A3,415,apc-cc2-26,8,FALSE,FALSE,NA,C,cc,ccc3,99.158,ccc3,206,2.0145631067961167,ccc3,163.625,0.9911973497397065,1.02336575705641,0.010320556657621272
A,4,A4,340,apc-cc2-26,8,FALSE,FALSE,NA,C,cc,ccc2,59.553,ccc2,173,1.9653179190751444,ccc2,163.625,0.9911973497397065,0.9741205693354379,0.016357203991997683
A,5,A5,416,apc-cc2-26,8,FALSE,FALSE,NA,C,cc,ccc1,76.594,ccc1,181,2.298342541436464,ccc1,163.625,0.9911973497397065,1.3071451916967574,0.017065895392547163
B,2,B2,322,apc-cc2-26,8,FALSE,FALSE,NA,C,cc,ccc8,59.04,ccc8,184,1.75,ccc8,163.625,0.9911973497397065,0.7588026502602935,0.012852348412267844
B,4,B4,243,apc-cc2-26,8,FALSE,FALSE,NA,C,cc,ccc7,35.884,ccc7,163,1.49079754601227,ccc7,163.625,0.9911973497397065,0.49960019627256347,0.01392264508618224
B,5,B5,250,apc-cc2-26,8,FALSE,FALSE,NA,C,cc,ccc5,37.304,ccc5,169,1.4792899408284024,ccc5,163.625,0.9911973497397065,0.48809259108869585,0.013084189124187642
C,3,C3,305,apc-cc2-26,8,FALSE,FALSE,NA,D,cc,ccd12,37.751,ccd12,177,1.7231638418079096,ccd12,163.625,0.9911973497397065,0.7319664920682031,0.019389327224926575
D,2,D2,350,apc-cc2-26,8,FALSE,FALSE,NA,D,cc,ccd16,31.716,ccd16,167,2.095808383233533,ccd16,163.625,0.9911973497397065,1.1046110334938262,0.034828195027551585
D,4,D4,363,apc-cc2-26,8,FALSE,FALSE,NA,D,cc,ccd13,63.945,ccd13,188,1.9308510638297873,ccd13,163.625,0.9911973497397065,0.9396537140900808,0.014694717555556819
A,2,A2,220,apc-cp1-26,0,FALSE,FALSE,NA,A,cp,cpa4,17.059,cpa4,220,1,cpa4,214.125,1.297113109323237,-0.2971131093232371,-0.017416795200377342
A,3,A3,226,apc-cp1-26,0,FALSE,FALSE,NA,A,cp,cpa1,69.095,cpa1,226,1,cpa1,214.125,1.297113109323237,-0.2971131093232371,-0.004300066709939028
A,5,A5,254,apc-cp1-26,0,FALSE,FALSE,NA,A,cp,cpa3,55.278,cpa3,254,1,cpa3,214.125,1.297113109323237,-0.2971131093232371,-0.00537488891282675
B,2,B2,214,apc-cp1-26,0,FALSE,FALSE,NA,A,cp,cpa9,14.863,cpa9,214,1,cpa9,214.125,1.297113109323237,-0.2971131093232371,-0.019990117023698923
B,3,B3,293,apc-cp1-26,0,FALSE,FALSE,NA,A,cp,cpa7,88.322,cpa7,293,1,cpa7,214.125,1.297113109323237,-0.2971131093232371,-0.0033639762383464718
B,4,B4,236,apc-cp1-26,0,FALSE,FALSE,NA,A,cp,cpa6,38.605,cpa6,236,1,cpa6,214.125,1.297113109323237,-0.2971131093232371,-0.0076962338899944855
B,5,B5,236,apc-cp1-26,0,FALSE,FALSE,NA,D,cp,cpd8,33.214,cpd8,236,1,cpd8,214.125,1.297113109323237,-0.2971131093232371,-0.00894541787569209
C,2,C2,248,apc-cp1-26,0,FALSE,FALSE,NA,B,cp,cpb12,51.631,cpb12,248,1,cpb12,214.125,1.297113109323237,-0.2971131093232371,-0.005754548804463154
C,4,C4,267,apc-cp1-26,0,FALSE,FALSE,NA,B,cp,cpb11,55.627,cpb11,267,1,cpb11,214.125,1.297113109323237,-0.2971131093232371,-0.005341167226764648
C,5,C5,220,apc-cp1-26,0,FALSE,FALSE,NA,D,cp,cpd14,9.01,cpd14,219.5,1.0022779043280183,cpd14,214.125,1.297113109323237,-0.29483520499521876,-0.0327231082125659
D,3,D3,224,apc-cp1-26,0,FALSE,FALSE,NA,D,cp,cpd18,24.477,cpd18,224,1,cpd18,214.125,1.297113109323237,-0.2971131093232371,-0.0121384609765591
D,4,D4,226,apc-cp1-26,0,FALSE,FALSE,NA,D,cp,cpd17,21.414,cpd17,226,1,cpd17,214.125,1.297113109323237,-0.2971131093232371,-0.013874713240087657
D,5,D5,245,apc-cp1-26,0,FALSE,FALSE,NA,D,cp,cpd19,34.92,cpd19,245,1,cpd19,214.125,1.297113109323237,-0.2971131093232371,-0.00850839373777884
A,2,A2,219,apc-cp1-26,1,FALSE,FALSE,NA,A,cp,cpa4,17.059,cpa4,220,0.9954545454545455,cpa4,211,1.2781826786559394,-0.2827281332013939,-0.016573546702702027
A,3,A3,233,apc-cp1-26,1,FALSE,FALSE,NA,A,cp,cpa1,69.095,cpa1,226,1.0309734513274336,cpa1,211,1.2781826786559394,-0.2472092273285058,-0.003577816445886183
A,5,A5,244,apc-cp1-26,1,FALSE,FALSE,NA,A,cp,cpa3,55.278,cpa3,254,0.9606299212598425,cpa3,211,1.2781826786559394,-0.3175527573960969,-0.00574464990405038
B,2,B2,217,apc-cp1-26,1,FALSE,FALSE,NA,A,cp,cpa9,14.863,cpa9,214,1.014018691588785,cpa9,211,1.2781826786559394,-0.2641639870671544,-0.017773261593699415
B,3,B3,289,apc-cp1-26,1,FALSE,FALSE,NA,A,cp,cpa7,88.322,cpa7,293,0.9863481228668942,cpa7,211,1.2781826786559394,-0.29183455578904516,-0.0033042113605788494
B,4,B4,236,apc-cp1-26,1,FALSE,FALSE,NA,A,cp,cpa6,38.605,cpa6,236,1,cpa6,211,1.2781826786559394,-0.2781826786559394,-0.007205871743451351
B,5,B5,225,apc-cp1-26,1,FALSE,FALSE,NA,D,cp,cpd8,33.214,cpd8,236,0.9533898305084746,cpd8,211,1.2781826786559394,-0.3247928481474648,-0.00977879352524432
C,2,C2,249,apc-cp1-26,1,FALSE,FALSE,NA,B,cp,cpb12,51.631,cpb12,248,1.0040322580645162,cpb12,211,1.2781826786559394,-0.27415042059142314,-0.005309802649404876
C,4,C4,272,apc-cp1-26,1,FALSE,FALSE,NA,B,cp,cpb11,55.627,cpb11,267,1.0187265917602997,cpb11,211,1.2781826786559394,-0.2594560868956397,-0.004664211388276191
C,5,C5,211,apc-cp1-26,1,FALSE,FALSE,NA,D,cp,cpd14,9.01,cpd14,219.5,0.9612756264236902,cpd14,211,1.2781826786559394,-0.31690705223224913,-0.035172813788262945
D,3,D3,223,apc-cp1-26,1,FALSE,FALSE,NA,D,cp,cpd18,24.477,cpd18,224,0.9955357142857143,cpd18,211,1.2781826786559394,-0.2826469643702251,-0.011547451255064962
D,4,D4,226,apc-cp1-26,1,FALSE,FALSE,NA,D,cp,cpd17,21.414,cpd17,226,1,cpd17,211,1.2781826786559394,-0.2781826786559394,-0.012990692007842503
D,5,D5,237,apc-cp1-26,1,FALSE,FALSE,NA,D,cp,cpd19,34.92,cpd19,245,0.9673469387755103,cpd19,211,1.2781826786559394,-0.3108357398804291,-0.008901367121432678
A,2,A2,228,apc-cp1-26,2,FALSE,FALSE,NA,A,cp,cpa4,17.059,cpa4,220,1.0363636363636364,cpa4,212.375,1.2865120681495503,-0.25014843178591395,-0.014663721893775364
A,3,A3,262,apc-cp1-26,2,FALSE,FALSE,NA,A,cp,cpa1,69.095,cpa1,226,1.1592920353982301,cpa1,212.375,1.2865120681495503,-0.1272200327513202,-0.001841233558887332
A,5,A5,258,apc-cp1-26,2,FALSE,FALSE,NA,A,cp,cpa3,55.278,cpa3,254,1.015748031496063,cpa3,212.375,1.2865120681495503,-0.27076403665348736,-0.004898224187805046
B,2,B2,224,apc-cp1-26,2,FALSE,FALSE,NA,A,cp,cpa9,14.863,cpa9,214,1.0467289719626167,cpa9,212.375,1.2865120681495503,-0.2397830961869336,-0.016132886778371366
B,3,B3,296,apc-cp1-26,2,FALSE,FALSE,NA,A,cp,cpa7,88.322,cpa7,293,1.0102389078498293,cpa7,212.375,1.2865120681495503,-0.27627316029972104,-0.0031280220137646455
B,4,B4,246,apc-cp1-26,2,FALSE,FALSE,NA,A,cp,cpa6,38.605,cpa6,236,1.0423728813559323,cpa6,212.375,1.2865120681495503,-0.244139186793618,-0.006324030223898926
B,5,B5,231,apc-cp1-26,2,FALSE,FALSE,NA,D,cp,cpd8,33.214,cpd8,236,0.9788135593220338,cpd8,212.375,1.2865120681495503,-0.3076985088275165,-0.009264120817351614
C,2,C2,265,apc-cp1-26,2,FALSE,FALSE,NA,B,cp,cpb12,51.631,cpb12,248,1.0685483870967742,cpb12,212.375,1.2865120681495503,-0.21796368105277608,-0.004221566133771883
C,4,C4,272,apc-cp1-26,2,FALSE,FALSE,NA,B,cp,cpb11,55.627,cpb11,267,1.0187265917602997,cpb11,212.375,1.2865120681495503,-0.26778547638925065,-0.004813947838086732
C,5,C5,218,apc-cp1-26,2,FALSE,FALSE,NA,D,cp,cpd14,9.01,cpd14,219.5,0.9931662870159453,cpd14,212.375,1.2865120681495503,-0.293345781133605,-0.0325578003477919
D,3,D3,240,apc-cp1-26,2,FALSE,FALSE,NA,D,cp,cpd18,24.477,cpd18,224,1.0714285714285714,cpd18,212.375,1.2865120681495503,-0.21508349672097893,-0.008787167411078928
D,4,D4,230,apc-cp1-26,2,FALSE,FALSE,NA,D,cp,cpd17,21.414,cpd17,226,1.0176991150442478,cpd17,212.375,1.2865120681495503,-0.2688129531053025,-0.012553140613864878
D,5,D5,250,apc-cp1-26,2,FALSE,FALSE,NA,D,cp,cpd19,34.92,cpd19,245,1.0204081632653061,cpd19,212.375,1.2865120681495503,-0.2661039048842442,-0.007620386737807679
A,2,A2,244,apc-cp1-26,3,FALSE,FALSE,NA,A,cp,cpa4,17.059,cpa4,220,1.1090909090909091,cpa4,214.125,1.297113109323237,-0.18802220023232796,-0.011021877028684445
A,3,A3,288,apc-cp1-26,3,FALSE,FALSE,NA,A,cp,cpa1,69.095,cpa1,226,1.2743362831858407,cpa1,214.125,1.297113109323237,-0.0227768261373964,-3.296450703726232e-4
A,5,A5,282,apc-cp1-26,3,FALSE,FALSE,NA,A,cp,cpa3,55.278,cpa3,254,1.110236220472441,cpa3,214.125,1.297113109323237,-0.18687688885079612,-0.0033806738458481878
B,2,B2,226,apc-cp1-26,3,FALSE,FALSE,NA,A,cp,cpa9,14.863,cpa9,214,1.0560747663551402,cpa9,214.125,1.297113109323237,-0.2410383429680969,-0.016217341247937625
B,3,B3,312,apc-cp1-26,3,FALSE,FALSE,NA,A,cp,cpa7,88.322,cpa7,293,1.0648464163822526,cpa7,214.125,1.297113109323237,-0.23226669294098445,-0.0026297716643756304
B,4,B4,261,apc-cp1-26,3,FALSE,FALSE,NA,A,cp,cpa6,38.605,cpa6,236,1.1059322033898304,cpa6,214.125,1.297113109323237,-0.19118090593340664,-0.004952231729915987
B,5,B5,245,apc-cp1-26,3,FALSE,FALSE,NA,D,cp,cpd8,33.214,cpd8,236,1.0381355932203389,cpd8,214.125,1.297113109323237,-0.2589775161028982,-0.007797239600858018
C,2,C2,276,apc-cp1-26,3,FALSE,FALSE,NA,B,cp,cpb12,51.631,cpb12,248,1.1129032258064515,cpb12,214.125,1.297113109323237,-0.18420988351678558,-0.0035678155278182793
C,4,C4,289,apc-cp1-26,3,FALSE,FALSE,NA,B,cp,cpb11,55.627,cpb11,267,1.0823970037453183,cpb11,214.125,1.297113109323237,-0.21471610557791876,-0.0038599260355208576
C,5,C5,228,apc-cp1-26,3,FALSE,FALSE,NA,D,cp,cpd14,9.01,cpd14,219.5,1.0387243735763099,cpd14,214.125,1.297113109323237,-0.2583887357469272,-0.028677995088449194
D,3,D3,251,apc-cp1-26,3,FALSE,FALSE,NA,D,cp,cpd18,24.477,cpd18,224,1.1205357142857142,cpd18,214.125,1.297113109323237,-0.1765773950375229,-0.007214012952466515
D,4,D4,243,apc-cp1-26,3,FALSE,FALSE,NA,D,cp,cpd17,21.414,cpd17,226,1.075221238938053,cpd17,214.125,1.297113109323237,-0.221891870385184,-0.010362000111384327
D,5,D5,267,apc-cp1-26,3,FALSE,FALSE,NA,D,cp,cpd19,34.92,cpd19,245,1.089795918367347,cpd19,214.125,1.297113109323237,-0.20731719095589018,-0.005936918412253442
A,2,A2,250,apc-cp1-26,4,FALSE,FALSE,NA,A,cp,cpa4,17.059,cpa4,220,1.1363636363636365,cpa4,216.625,1.3122574538570753,-0.1758938174934388,-0.010310910222957898
A,3,A3,329,apc-cp1-26,4,FALSE,FALSE,NA,A,cp,cpa1,69.095,cpa1,226,1.4557522123893805,cpa1,216.625,1.3122574538570753,0.1434947585323052,0.0020767748539301713
A,5,A5,318,apc-cp1-26,4,FALSE,FALSE,NA,A,cp,cpa3,55.278,cpa3,254,1.2519685039370079,cpa3,216.625,1.3122574538570753,-0.06028894992006739,-0.0010906499858907232
B,2,B2,231,apc-cp1-26,4,FALSE,FALSE,NA,A,cp,cpa9,14.863,cpa9,214,1.0794392523364487,cpa9,216.625,1.3122574538570753,-0.2328182015206266,-0.01566428053021776
B,3,B3,322,apc-cp1-26,4,FALSE,FALSE,NA,A,cp,cpa7,88.322,cpa7,293,1.098976109215017,cpa7,216.625,1.3122574538570753,-0.21328134464205828,-0.002414815613800166
B,4,B4,275,apc-cp1-26,4,FALSE,FALSE,NA,A,cp,cpa6,38.605,cpa6,236,1.1652542372881356,cpa6,216.625,1.3122574538570753,-0.14700321656893967,-0.0038078802375065323
B,5,B5,261,apc-cp1-26,4,FALSE,FALSE,NA,D,cp,cpd8,33.214,cpd8,236,1.1059322033898304,cpd8,216.625,1.3122574538570753,-0.20632525046724481,-0.006211996461348974
C,2,C2,291,apc-cp1-26,4,FALSE,FALSE,NA,B,cp,cpb12,51.631,cpb12,248,1.1733870967741935,cpb12,216.625,1.3122574538570753,-0.13887035708288176,-0.0026896701029010045
C,4,C4,309,apc-cp1-26,4,FALSE,FALSE,NA,B,cp,cpb11,55.627,cpb11,267,1.1573033707865168,cpb11,216.625,1.3122574538570753,-0.15495408307055847,-0.0027855912249547606
C,5,C5,242,apc-cp1-26,4,FALSE,FALSE,NA,D,cp,cpd14,9.01,cpd14,219.5,1.10250569476082,cpd14,216.625,1.3122574538570753,-0.2097517590962552,-0.023279884472392365
D,3,D3,262,apc-cp1-26,4,FALSE,FALSE,NA,D,cp,cpd18,24.477,cpd18,224,1.1696428571428572,cpd18,216.625,1.3122574538570753,-0.14261459671421806,-0.005826473698337952
D,4,D4,252,apc-cp1-26,4,FALSE,FALSE,NA,D,cp,cpd17,21.414,cpd17,226,1.1150442477876106,cpd17,216.625,1.3122574538570753,-0.19721320606946469,-0.009209545440808101
D,5,D5,290,apc-cp1-26,4,FALSE,FALSE,NA,D,cp,cpd19,34.92,cpd19,245,1.183673469387755,cpd19,216.625,1.3122574538570753,-0.12858398446932018,-0.0036822446869793865
A,2,A2,262,apc-cp1-26,5,FALSE,FALSE,NA,A,cp,cpa4,17.059,cpa4,220,1.190909090909091,cpa4,217,1.314529105537151,-0.12362001462806016,-0.007246615547690963
A,3,A3,345,apc-cp1-26,5,FALSE,FALSE,NA,A,cp,cpa1,69.095,cpa1,226,1.5265486725663717,cpa1,217,1.314529105537151,0.21201956702922065,0.003068522570797028
A,5,A5,331,apc-cp1-26,5,FALSE,FALSE,NA,A,cp,cpa3,55.278,cpa3,254,1.3031496062992125,cpa3,217,1.314529105537151,-0.011379499237938573,-2.0585946014578264e-4
B,2,B2,236,apc-cp1-26,5,FALSE,FALSE,NA,A,cp,cpa9,14.863,cpa9,214,1.102803738317757,cpa9,217,1.314529105537151,-0.21172536721939417,-0.014245130001977675
B,3,B3,334,apc-cp1-26,5,FALSE,FALSE,NA,A,cp,cpa7,88.322,cpa7,293,1.1399317406143346,cpa7,217,1.314529105537151,-0.17459736492281652,-0.00197682757322996
B,4,B4,374,apc-cp1-26,5,FALSE,FALSE,NA,A,cp,cpa6,38.605,cpa6,236,1.5847457627118644,cpa6,217,1.314529105537151,0.2702166571747133,0.006999524858819151
B,5,B5,276,apc-cp1-26,5,FALSE,FALSE,NA,D,cp,cpd8,33.214,cpd8,236,1.1694915254237288,cpd8,217,1.314529105537151,-0.14503758011342227,-0.004366760405654913
C,2,C2,308,apc-cp1-26,5,FALSE,FALSE,NA,B,cp,cpb12,51.631,cpb12,248,1.2419354838709677,cpb12,217,1.314529105537151,-0.07259362166618333,-0.0014060084380737024
C,4,C4,324,apc-cp1-26,5,FALSE,FALSE,NA,B,cp,cpb11,55.627,cpb11,267,1.2134831460674158,cpb11,217,1.314529105537151,-0.10104595946973527,-0.0018164912626914137
C,5,C5,259,apc-cp1-26,5,FALSE,FALSE,NA,D,cp,cpd14,9.01,cpd14,219.5,1.1799544419134396,cpd14,217,1.314529105537151,-0.1345746636237115,-0.014936144686316483
D,3,D3,279,apc-cp1-26,5,FALSE,FALSE,NA,D,cp,cpd18,24.477,cpd18,224,1.2455357142857142,cpd18,217,1.314529105537151,-0.06899339125143689,-0.0028187029150401146
D,4,D4,274,apc-cp1-26,5,FALSE,FALSE,NA,D,cp,cpd17,21.414,cpd17,226,1.2123893805309736,cpd17,217,1.314529105537151,-0.10213972500617752,-0.004769763939767325
D,5,D5,311,apc-cp1-26,5,FALSE,FALSE,NA,D,cp,cpd19,34.92,cpd19,245,1.2693877551020407,cpd19,217,1.314529105537151,-0.04514135043511036,-0.0012927076298714308
A,2,A2,275,apc-cp1-26,6,FALSE,FALSE,NA,A,cp,cpa4,17.059,cpa4,220,1.25,cpa4,219,1.3266445811642216,-0.07664458116422157,-0.004492911727781322
A,3,A3,362,apc-cp1-26,6,FALSE,FALSE,NA,A,cp,cpa1,69.095,cpa1,226,1.6017699115044248,cpa1,219,1.3266445811642216,0.27512533034020326,0.0039818413827368586
A,5,A5,365,apc-cp1-26,6,FALSE,FALSE,NA,A,cp,cpa3,55.278,cpa3,254,1.437007874015748,cpa3,219,1.3266445811642216,0.11036329285152635,0.00199651385454478
B,2,B2,247,apc-cp1-26,6,FALSE,FALSE,NA,A,cp,cpa9,14.863,cpa9,214,1.1542056074766356,cpa9,219,1.3266445811642216,-0.17243897368758598,-0.011601895558607682
B,3,B3,367,apc-cp1-26,6,FALSE,FALSE,NA,A,cp,cpa7,88.322,cpa7,293,1.2525597269624573,cpa7,219,1.3266445811642216,-0.07408485420176425,-8.388040828079555e-4
